Product,Price
"Cablu UTP + Alimentare gata mufat 10 metri, UTPPOW10M","24 , 99 Lei"
"Alimentator USB 5V 2.1A cu 2 porturi si functie Smart Charge, pentru camere video, Smartphone s.a. EG-U2C2A-03-W","24 , 99 Lei"
"Modul de tip Keystone cu port Rj-45 CAT 5E Ecranat, pentru cabluri AWG 24 si AWG22, Sertizabil, Schrack HSEMRJ5GWS","24 , 99 Lei"
"CARD MicroSD ADATA 64GB Clasa 10, AUSDX64GUICL10-RA1","25 , 99 Lei"
Cablu UTP + Alimentare gata mufat 15 metri UTPPOW15M,"26 , 99 Lei"
"SD Card 64GB card memorie Kingston Clasa 10, SDCS2/64GB, potrivit pentru supraveghere video","26 , 99 Lei"
"Switch cu 5 porturi 100 Mbps RJ45, Imou SF105C","26 , 99 Lei"
"Patchcord retea CAT6 10M Gri, PP6U-10M","26 , 99 Lei"
"Micro SD 32GB, V10 cu adaptor, 92Mb/s - Hikvision HS-TF-C1STD-32G-A","27 , 99 Lei"
"Incarcator retea 5V 3A, SPACER Quick Charge 3.0 18W, SPAR-USBQ-01","28 , 99 Lei"
"Alimentator de exterior 12V cu 2A Safer, SAF-12V2A-EXT","29 , 99 Lei"
"Modul RJ45 ecranat, Cat.6a, ISO/IEC 11801 AMD2, TOOLLESS LINE, Schrack, HSEMRJ6GWA","30 , 99 Lei"
"Alimentator 12V 2A Dahua, PFM320-EN-S","32 , 99 Lei"
"Switch 5 Porturi Dahua, 10/100Mbps, Plug and play, fara management, PFS3005-5ET-L-V2","32 , 99 Lei"
"Alimentator de exterior 12V- 2A Dahua, PFM300","32 , 99 Lei"
"Cablu UTP + Alimentare gata mufat 20 metri, UTPPOW20M","34 , 99 Lei"
"Incarcator retea Quick Charge SPACER, 20W, 1x port USB Type-C PD, SPAR-TYPECQ-01","34 , 99 Lei"
"Licenta Imou Protect Plus PLAN LUNAR, PROTECTPLUS1","34 , 99 Lei"
"Switch 5 porturi 10/100 Mbps, Hikvision, DS-3E0105D-E","35 , 99 Lei"
"Sina perforata cu profil omega 1115669, 2000mm, otel zincat galvanic","37 , 99 Lei"
"Alimentator 12V2A Dahua, PFM320D-EN","38 , 99 Lei"
"Sursa de alimentare in comutatie, 1.5 A, 12 V, Dahua, PFM320D-015","38 , 99 Lei"
"Brat de montaj camere de supraveghere exterior, metal, 30 cm lungime","39 , 99 Lei"
Sursa de alimentare de exterior IP 67 - 12V - 1.5Ah MEAN WELL LPH-18-12,"39 , 99 Lei"
"Incarcator retea SPACER, 18W, Interfata 1x USB Type C PD, 1x USB Quick Charge, SPAR-DUOQ-01","39 , 99 Lei"
"Alimentator camera supraveghere 12V 5A in comutatie, GLO-12V5A","40 , 99 Lei"
"Card memorie microSD 64GB pentru camere IP, Kingston CANVAS GO Plus, 170 Mbps, cu adaptor, U3, V30, SDCG3/64GB","42 , 99 Lei"
"Card stocare video Micro SD 64GB -V30, cu Adaptor - 92Mb/s, Hikvision HS-TF-C1STD-64G-A","43 , 99 Lei"
Switch 8 porturi 100MB/s Dahua PFS3008-8ET-L,"44 , 99 Lei"
"Suport de perete pentru camere de exterior bullet UNIVIEW, TR-WM06-C-IN","44 , 99 Lei"
"Conector IP20 RJ45G, Cat.6a, pentru AWG23, Schrack, HSISR6SI3A","45 , 99 Lei"
"Switch IMOU Ethernet cu 8 porturi RJ45, Plug and Play, 5VDC, 1A, LED, montare pe perete, SF108C","45 , 99 Lei"
Switch 5 porturi TP-Link SF1005D,"46 , 99 Lei"
"Suport de perete pentru camere, Dahua, rezistent la intemperii, PFB203W","48 , 99 Lei"
"Sursa de alimentare in comutatie 24V 5A, Safer SAF-39PA","48 , 99 Lei"
Distribuitor alimentare CCTV 8 canale 6AH cu filtrare,"49 , 99 Lei"
"Router wireless, 4 porturi, Wi-Fi 300 Mbps, 2.4 GHz, 2 antene externe 5 dBi, Imou, HR300","49 , 99 Lei"
"Sursa de alimentare in comutatie, 4.2 A, 12 V, eficienta 85%, POS Power, POS-50-12-C2","49 , 99 Lei"
"Cablu UTP + Alimentare gata mufat 30 metri, UTPPOW30M","49 , 99 Lei"
"Card de memorie SD 128Gb Kingston Clasa 10, SDCS/128GB","50 , 00 Lei"
"Sursa de alimentare Safer YDS5V-6A, 5V, 6A, 30W, LED","51 , 99 Lei"
"Sursa de alimentare 12 V, 10 Ah, 120 W, eficienta 88% SAF-ADZ120-C8","52 , 99 Lei"
"Sursa de alimentare SAF-ADZ60-C4, 12 V, 5 Ah, 60 W, eficienta 88%","52 , 99 Lei"
Set transmisie ePOE 400m-1000m over coaxial Dahua LR1002,"53 , 99 Lei"
Alimentator compatibil DVR / NVR Hikvision 12V - 5Ah,"53 , 99 Lei"
"Switch cu 5 porturi Gigabit, 5VDC, Plug and Play, Dahua PFS3005-5GT-L-V2","53 , 99 Lei"
"Sursa de alimentare in comutatie, 12V, 3A, Mean Well, LRS-35-12","54 , 99 Lei"
Card de memorie pentru stocare video Micro SD 128 GB Clasa 10 Dahua TF-C100/128GB,"55 , 99 Lei"
"Sursa de alimentare in comutatie, 12V, 4.2A, Mean Well, LRS-50-12","56 , 99 Lei"
"CARD MicroSD ADATA 128GB Clasa 10 cu adaptor, AUSDX128GUICL10A1-RA1","57 , 99 Lei"
"Sursa de alimentare 24V/1.5A, montaj pe sina DIN, Safer SAF-24-DIN1.5","58 , 99 Lei"
"Sursa de alimentare in comutatie, 3.2 A, 24 V, eficienta 85%, POS Power, POS-75-24-C2","59 , 99 Lei"
"Cablu de retea UTP, Cat5e, CCA, 100 metri, Safer, SAF-CAT5EUN922I-U-100M-CCA","59 , 99 Lei"
Pachet 10 alimentatori 1Ah pentru camere de supraveghere alim1ax10,"59 , 99 Lei"
"Alimentator 12V - 5A cu 4 iesiri, SAF-60-12-4CH","59 , 99 Lei"
"Switch 5 porturi Gigabit, Hikvision, DS-3E0505D-E","61 , 99 Lei"
"Router wireless, 4 porturi, 2.4 GHz, 300 Mbps, 2 antene externe, Dahua, DH-N3","62 , 99 Lei"
"Sursa de alimentare in comutatie, 6 A, 12 V, eficienta 85%, POS Power, POS-75-12-C2","62 , 99 Lei"
"Switch 5 porturi 10/100/1000Mbps Tp-Link LS1005G, 3.7W, Plug and Play","63 , 99 Lei"
"Switch cu 5 porturi Gigabit, 5VDC 1A, Plug and Play, Dahua PFS3005-5GT-V2","64 , 99 Lei"
"Sursa de alimentare Mean Well HDR-15-12, 12V, 1.25A, 15W, montare pe sina DIN","64 , 99 Lei"
"Solid State Disk (SSD) - 120 GB ADATA 2.5"", SATA III, ASU650SS-120GT-R","64 , 99 Lei"
"Extender cablu de retea FTP/UTP pasiv, RJ-45 prin cablul coaxial, max 250m, 100Mbps, EOC-200","64 , 99 Lei"
"Switch IMOU cu 5 porturi Gigabit, Plug and Play, Indicator LED, Protectie la supratensiune, SG105C","64 , 99 Lei"
"Alimentator camera supraveghere 12V 3A, Safer SAF-12V3A-IP67","65 , 99 Lei"
"Card MicroSD, 128GB, Clasa 10, citire 95 Mbps, scriere 38 Mbps, IMOU, MICROSD128-IMOU","66 , 99 Lei"
Router wireless TP-LINK TL-WR820N 300Mb/s TL-WR820N,"66 , 99 Lei"
"Sursa de alimentare in comutatie, 4.2 A, 24 V, eficienta 85%, POS Power, POS-100-24-C2","67 , 99 Lei"
"SPLITTER PoE TP-LINK, 2 porturi Gigabit, PoE to 5V, 9V sau 12V, TL-POE10R","68 , 90 Lei"
"Sursa de alimentare in comutatie, 12V, 6A, Mean Well, LRS-75-12","68 , 99 Lei"
"Card memorie microSD 128GB pentru supraveghere video, Kingston CANVAS GO Plus, 170 Mbps, cu adaptor, U3, V30, SDCG3/128GB","68 , 99 Lei"
"Switch cu 5 porturi Gigabit 10/100/1000 Mbps, plug-and-play Tp-Link TL-SG1005D","69 , 98 Lei"
"Sursa de alimentare 12V @ 4.2A / 50.4W, Dimensiuni reduse, Pentru sisteme de supraveghere si securitate, Delta PMT-12V50W2BA","69 , 99 Lei"
"Sursa de alimentare in comutatie 24V 15A, Safer SAF-41PA","69 , 99 Lei"
"Sursa de alimentare 12V 5A, cu backup, montaj in sina DIN SAF-DIN60-12UPSZ","69 , 99 Lei"
"Sursa de alimentare in comutatie, 8.4 A, 12 V, eficienta 85%, POS Power, POS-100-12-C2","69 , 99 Lei"
"Trepied Stativ foto - video, inaltime maxima 128 cm, ESP-EF109","69 , 99 Lei"
"Wifi Range Extedender 300 Mbps, 2.4 Ghz Tp-Link TL-WA854RE","70 , 98 Lei"
"Switch 5 porturi Gigabit metalic TP-Link, LS105G","70 , 99 Lei"
"Sursa de alimentare 12V/2A, montaj pe sina DIN, Safer SAF-12V2A-DIN","71 , 99 Lei"
Suport montaj pe perete DAHUA PFB605W,"71 , 99 Lei"
"Injector PoE, 2 porturi, 24V, 24W, alb, Ubiquiti POE-24-24W-G-WH","71 , 99 Lei"
"Range Extender Wireless Xiaomi Mi Pro, 300 Mbps, 2 antene, negru, DVB4235GL","72 , 99 Lei"
Injector POE Gigabit 48V 24W Tp-Link TL-POE4824G,"73 , 99 Lei"
"Switch cu 5 porturi Hikvision, Plug and Play, 5x RJ-45 10-100M, carcasa metal, DS-3E0105-O","73 , 99 Lei"
"Sursa de alimentare in comutatie, 12V, 8.5A, Mean Well, LRS-100-12","74 , 99 Lei"
"Sursa alimentare, 24V, 3.2 Ah (76.8W) tensiune reglabila 21.6 ~ 28.8V, Mean Well LRS-75-24","75 , 99 Lei"
"Card microSD XC, Hikvision 64GB, Clasa 10, V30 HS-TF-M1STD-64G","75 , 99 Lei"
"Sursa de alimentare 12V/2A, cu backup, montare pe sina DIN DR12024-01B","75 , 99 Lei"
"Sursa de alimentare in comutatie, 6.25 A, 24 V, eficienta 86%, POS Power, POS-150-24-C2","78 , 99 Lei"
Injector POE 24W 48V pasiv POE48V2A,"79 , 99 Lei"
Pachet 10 alimentatori 2A pentru camere de supraveghere alim2ax10,"79 , 99 Lei"
"Alimentator camera supraveghere 12V 5A, Pentru Exterior, Safer SAF-12V5A-IP67","79 , 99 Lei"
"Cablu de retea UTP, Cat6, CCA, 100 metri, Safer, SAF-CAT6UN922I-C-100M-CCA","79 , 99 Lei"
"Sursa de alimentare 3 amperi, 12V, Back-up, cutie din plastic, SAF-SMJN03-12-7Z","79 , 99 Lei"
"Suport pentru prinderea pe perete a camerelor Dome Hikvision, din metal si plastic, DS-1294ZJ-PT","79 , 99 Lei"
Sursa de alimentare de exterior IP 67 - 12V - 5Ah Mean Well LPV-60-12,"79 , 99 Lei"
"Sursa de alimentare 12Vcc/2A, montaj pe sina DIN DR12024-01C","79 , 99 Lei"
Router wireless TP-LINK TL-WR841N 2 antene,"80 , 99 Lei"
"Range Extender Wireless, 300 Mbps, 2.4 Ghz, cu mufa RJ-45, Conectare NVR DVR prin Wi-Fi, Tp Link, TL-WA850RE","81 , 99 Lei"
"Sursa de alimentare cu functie de UPS, montaj pe sina DIN, 24V 2.5A, Safer SAF-24-DIN2.5-UPS","84 , 99 Lei"
"Sursa de alimentare in comutatie, 12.5 A, 12 V, eficienta 86%, POS Power, POS-150-12-C2","84 , 99 Lei"
"Sursa de alimentare cu buffer Mean Well SCP-35-12, 13.8V, 2.6A, 35.9W","84 , 99 Lei"
Card de memorie pentru stocare video Micro SD 256GB Clasa 10 Dahua TF-C100/256GB,"85 , 99 Lei"
Sursa de alimentare cu backup liniara 12V 3Ah configurabila NO/NC AC-12DC3A-P,"85 , 99 Lei"
Switch 8 porturi TP-LINK 10/100MBS TL-SF1008D,"86 , 99 Lei"
"Sursa de alimentare 12V/5A, montaj pe sina DIN, Safer SAF-12-DIN5-P","87 , 99 Lei"
Sursa alimentare cu Back-up 12V-3A ZTP1203B,"87 , 99 Lei"
"Switch cu 8 porturi Gigabit 10/100/1000 Mbps, Fara management, simplu de instalat, robust, Dahua PFS3008-8GT-L-V2","88 , 99 Lei"
"Card de memorie microSD iMOU S1, 256 GB, U3, V30 38/95 MB/s, 3D TLC, potrivit pentru supraveghere video, MICROSD256-IMOU","88 , 99 Lei"
Injector POE 48V/24W Gigabit UBIQUITI POE-48-24W-G,"89 , 99 Lei"
"Sursa de alimentare Safer, 24V 2.5A, 60W, eficienta energetica pana la 85%, SAF-24-DIN2.5-P","89 , 99 Lei"
"Sursa de alimentare 12V - 100W, 8.5Ah, 2 iesiri Delta Electronics, PMT-12V100W2BA","89 , 99 Lei"
"Wireless Range Extender Wi-Fi TP-LINK, TL-WA855RE","90 , 99 Lei"
"Switch 5 porturi, Gigabit, 1000Mbps, fara management Tp-link TL-SG105","90 , 99 Lei"
"Micro SD XC 128GB clasa de viteza V30, 92Mb/s - Hikvision HS-TF-C1STD-128G","93 , 99 Lei"
"Sursa de alimentare in comutatie, 12V, 12.5A, Mean Well, LRS-150-12","94 , 99 Lei"
"Switch Imou, 8x porturi Gigabit RJ45 10/100/1000Mbps, SG108C","94 , 99 Lei"
"Sursa de alimentare SMPS 12V - 25 Ah (300W) cu 3 iesiri, 12V/25A/B","95 , 99 Lei"
Card de memorie SD 256Gb Kingston Clasa 10 SDCS2/256GB,"95 , 99 Lei"
"Camera de supraveghere Wireless 2MP Imou Cue 2C, IR 10 m, 3.6 mm, Micro SD, microfon, IPC-C22SP-D","97 , 11 Lei"
"Switch 8 porturi Gigabit, fara management Tp-link TL-SG1008D","97 , 99 Lei"
"Sursa de alimentare 12V/5A, montaj pe sina DIN, Safer SAF-12-DIN5-UPS","97 , 99 Lei"
"Cablu de retea FTP Cat5E cu alimentare 2x0.75mm, CCA, 100 metri, Safer, SAF-FTPCCA-CAT5E+POWER-100M","98 , 99 Lei"
"Switch TpLink LS1008G, 8 porturi, capacitate 16GBps, 3.9W, Tehnologia Green","98 , 99 Lei"
Injector POE 48V 24W Gigabit 1000 Mb/s POE-48-24W-G,"99 , 99 Lei"
"Sursa de alimentare 5 amperi, 12V, Back-up, cutie din plastic SAF-SMJN05-12-7Z","99 , 99 Lei"
INJECTOR PoE TP-LINK Gigabit TL-PoE150S,"99 , 99 Lei"
"Camera IP Wireless de interior, Full HD, microfon si audio bidirectional, IR 10m, Laxihub M1, M1-EU-NL","99 , 99 Lei"
"Sursa de alimentare ultra slim, 12V, 4.5A, montaj pe sina DIN, HDR-60-12","103 , 99 Lei"
"Sursa de alimentare in comutatie, 8.3 A, 24 V, eficienta 87%, POS Power, POS-200-24-C2","104 , 99 Lei"
"Card memorie microSD 256GB pentru supraveghere video, Kingston CANVAS GO Plus, U3, V30, 170 Mbps, cu adaptor, SDCG3/256GB","104 , 99 Lei"
"Camera de supraveghere IP, Imou Cue 2, wireless, 2 MP, IR 10 m, 2.8 mm, comunicare bidirectionala, MicroSD, IPC-C22EP-A","104 , 99 Lei"
"Switch 8 canale Gigabit 1000Mb/s, Plug-and-Play, fara management, Dahua PFS3008-8GT","106 , 99 Lei"
"Injector PoE+, 2x LAN Gigabit, 30 W, Plug and Play, Tp-Link TL-POE160S","108 , 99 Lei"
"Switch 8 porturi Gigabit metalic TP-Link, LS108G","109 , 49 Lei"
"Router wireless, 2.4 GHz, 5 GHz, 4 porturi, 433 Mbps, Tp-Link AC750, Archer C24","109 , 99 Lei"
"Sursa de alimentare in comutatie, 16.7 A, 12 V, eficienta 85%, POS Power, POS-200-12-C2","109 , 99 Lei"
"Alimentator pentru NVR-uri PoE, 48V, 3A, 144W, 48V/3A/5.5","109 , 99 Lei"
"Sursa de alimentare industriala 60W, 24V, 2.5 A, Meanwell MDR-60-24","110 , 99 Lei"
"Suport cu coliere pentru montare camere bullet si speed dome pe stalp, maxim 10 kg, Dahua PFA150","112 , 99 Lei"
CARD MicroSD ADATA 256GB Clasa 10 AUSDX256GUICL10A1-RA1,"112 , 99 Lei"
"Camera IP Wireless de interior, Full HD, 3.6 mm, IR 10m, Microfon si difuzor, MicroSD, Laxihub M1T-NL","113 , 99 Lei"
"Sursa alimentare cu Back-up 12V-5A, ZTP1205B","114 , 99 Lei"
"Router Wireless N 3G/4G portabil, TL-MR3020","115 , 99 Lei"
"Solid State Disk (SSD) - 240 GB ADATA 2.5"", SATA III, ASU650SS-240GTR","115 , 99 Lei"
Sursa de alimentare CCTV 4 iesiri cu Backup 3A,"116 , 99 Lei"
Pachet 20 x Alimentator camera supraveghere 12V 1A in comutatie,"118 , 99 Lei"
"Solid State Disk (SSD) - 256 GB ADATA 2.5"", SATA III, ASU650SS-256GT-R","118 , 99 Lei"
"Panou solar pentru camere IP cu alimentare la 5V, 3W, 121 x 174mm, VH-SP-03","119 , 99 Lei"
"Panou solar, 3W, 5V, micro USB, pentru camere de supraveghere IMOU, FSP12","119 , 99 Lei"
Cablu FTP CAT6 CCA (Fir Litat) - Tambur 100 Metri G-FPC6004L100,"119 , 99 Lei"
"Sursa de alimentare in comutatie, 24V15","119 , 99 Lei"
"Camera IP Wireless de interior, Full HD, PTZ, microfon si audio bidirectional, Laxihub P2, P2-EU-NL","119 , 99 Lei"
"Sursa de alimentare in comutatie, 12V 6.3A, montaj pe sina DIN, Safer SAF-12V-6A","119 , 99 Lei"
"Sursa de alimentare 12V, 12.5A / 150W, pentru sisteme de supraveghere si securitate, PMT-12V150W1AA","119 , 99 Lei"
"Camera de supraveghere wireless EZVIZ TY2, Full HD 2MP, 4mm, Microfon si difuzor, MicroSD, Detectie miscare, CS-TY2 (1080P)","121 , 99 Lei"
"Switch 5 porturi Gigabit, 5V, 1A, Plug and Play, fara managament, D-LINK DGS-105","121 , 99 Lei"
"Extender High PoE, DAHUA, PFT1300","122 , 99 Lei"
"Sursa de alimentare in comutatie, 14.6 A, 24 V, eficienta 85%, POS Power, POS-350-24-C2","122 , 99 Lei"
"Sursa de alimentare in comutatie cu back-up Mean Well SCP-75-24, 27.6V, 2.7A, 74.5W","123 , 99 Lei"
"Camera IP IMOU Ranger RC, 3MP, 3.6mm, Detectare umana, Alarma incorporata, Notificari in aplicatie, Microfon si difuzor, microSD, IPC-GK2CP-3C0WR","123 , 99 Lei"
"Switch cu 8 porturi Gigabit, 2.77W, Plug and Play, Tehnologie Green Ethernet, TL-SG108 TP-Link","123 , 99 Lei"
"Camera de supraveghere IP wireless IMOU Turret SE, 2 MP, IR 30 m, microfon incorporat, MicroSD, IPC-T22EP","124 , 99 Lei"
"Sursa de alimentare in comutatie, 3.6A, 12V, Back-up, Mean Well, SCP-50-12","124 , 99 Lei"
"Sursa de alimentare petru instalatii LED, Mean Well, 24V @ 4.2 A ~ 100W, interior / exterior, IP67, cu protectie, LPV-100-24","124 , 99 Lei"
"Sursa de alimentare pentru instalatii LED, Mean Well, 12V - 8.5A ~ 102W, interior / exterior, IP67, cu protectie, LPV-100-12","127 , 99 Lei"
"Switch 16 porturi pentru birou, 10/100 MBPS TP LINK TL-SF1016D","128 , 99 Lei"
"Router wireless IMOU AC1200, Dual-Band Wi-Fi, 4 porturi, 4 antene externe 5dBi, Indicator LED, HR12F","128 , 99 Lei"
Router 3G wireless internet wifi din stick TP-LINK TL-MR3420,"131 , 99 Lei"
"Camera supraveghere IP, WiFi, Imou Bullet 2C, 2MP, IR 30m, 2.8 mm, microfon, slot card, IPC-F22P","131 , 99 Lei"
"Sursa de alimentare Mean Well EDR-120-12, 12V, 10A, 120W, montare pe sina DIN","132 , 99 Lei"
"Camera de supraveghere Imou Ranger 2, IP Wifi, 2MP, 3.6mm, Microfon si difuzor, MicroSD, IPC-A22EP-G","133 , 07 Lei"
Sursa alimentare cu Back-up 12V-5A si cu 4 iesiri protejate ZTP1205B-04F,"134 , 99 Lei"
"Sursa de alimentare 12V, 12.5A, 150W, Delta PMT-12V150W2CA","134 , 99 Lei"
"Suport montaj din aluminiu pentru camere de supraveghere, Hikvision DS-1473ZJ-155","134 , 99 Lei"
"Camera de supraveghere IP, wireless, 2 MP, microfon si difuzor incorporat, slot card, IMOU Ranger, IPC-A22EP-D","134 , 99 Lei"
"Cablu de retea FTP CAT 6, CCA, Rola 100m, Ecranat, Gembird FPC-6004-SOL/100","134 , 99 Lei"
"Sursa de alimentare neintreruptibila 24V-2,5Ah cu montare pe sina DIN, DR24060-02B","135 , 99 Lei"
"Sursa cu back-up, 12V, 5 Amperi, 4 iesiri protejate, cutie ABS, SAF-XZS60-12-4","137 , 99 Lei"
"Sursa de alimentare in comutatie, 29.2 A, 12 V, eficienta 84%, POS Power, POS-350-12-C2","138 , 99 Lei"
Panou solar 3W pentru camere ip cu baterii NV-SOLAR5V-3W,"139 , 99 Lei"
"SSD KINGSTON A400, 240GB, SATA3, 2.5"", SA400S37/240G","139 , 99 Lei"
"Switch 4 + 2 Porturi, 4x PoE+, 100 Mbps, 65W, distanta pana la 250m, SW0604POE-65-E","139 , 99 Lei"
"Panou solar IMOU Solar Panel, 3W, 6V, 0.5A, cablu de 4m, FSP12-TYPE C","139 , 99 Lei"
"Cablu de retea UTP Cat5e, CCA, 305 metri, Safer, SAF-UTPCCA-CAT5E-305M","139 , 99 Lei"
Sursa de alimentare montaj in sina DIN Mean Well EDR-120-48 48V/2.5A,"142 , 99 Lei"
"Sursa de alimentare in comutatie, 5.4A, 12V, Back-up, Mean Well, SCP-75-12","142 , 99 Lei"
"Camera de supraveghere IP Wireless 4MP, PTZ, Microfon si difuzor, Sirena, MicroSD, Imou Ranger 2 IPC-A42P","144 , 99 Lei"
"Sursa de alimentare in comutatie, 12V, 17A, Mean Well, LRS-200-12","145 , 99 Lei"
"Switch PoE 4 porturi 10/100mbps, SW100-4POE78W","145 , 99 Lei"
"Switch PoE 4 canale Hikvision, 30W Max per port, DS-3E0105P-E/M(B)","145 , 99 Lei"
"Sursa de alimentare in comutatie, 24V, 8.8A, eficienta 89.5%, Mean Well, LRS-200-24","146 , 99 Lei"
"Sursa de alimentare in comutatie 24V 20A, Safer SAF-42PA","146 , 99 Lei"
"Sursa de alimentare Mean Well EDR-120-24, 24V, 5A, 120W, montare pe sina DIN","148 , 99 Lei"
"Camera de supraveghere fara fir, 2 MP, Wi-Fi, microSD, microfon incorporat, Tapo C200","149 , 98 Lei"
"Switch 8 porturi, Gigabit, carcasa din metal, 10/100/1000 Mbps, D-Link DGS-108","149 , 99 Lei"
"Camera IP Wireless de interior, Full HD, Pan si Tilt, microfon si audio bidirectional, Laxihub P1, P1-EU-NL","149 , 99 Lei"
SSD 480GB Kingmax Sata 3 KM480GSMV32,"149 , 99 Lei"
"Camera wireless Dahua H2A, Wi-Fi Pan & Tilt 2MP, lentila 3.6mm, IR 10m, microfon, difuzor IPC-H2A-0360B","149 , 99 Lei"
